truth_table_hex,distance,canonical_expression,neighbour_count,failing_neighbour_count,rigidity
3a30,4,"X(A(x1,x2),O(A(x0,x3),x2))",31,30,0.967741935483871
3a36,4,"X(O(X(A(x1,x3),x0),x2),x1)",32,32,1
3a3c,4,"X(O(A(X(x0,x1),x3),x2),x1)",31,29,0.93548387096774188
3a6a,4,"X(A(x1,x2),O(A(x2,x3),x0))",32,30,0.9375
3aaa,4,"X(O(A(x2,x3),X(x0,x1)),x1)",32,31,0.96875
3ac0,4,"A(O(x0,x2),X(A(x1,x2),x3))",33,32,0.96969696969696972
3aca,4,"X(A(X(X(x0,x1),x3),x2),x0)",30,28,0.93333333333333335
3acc,4,"X(A(O(X(x0,x1),x2),x3),x1)",31,30,0.967741935483871
3af6,4,"X(A(x1,x3),O(X(x0,x1),x2))",31,31,1
3afa,4,"X(A(A(x1,x2),x3),O(x0,x2))",28,26,0.9285714285714286
3b34,4,"X(O(X(A(x0,x1),x3),x2),x1)",32,32,1
3b37,4,"N(A(O(X(x0,x3),x2),x1))",24,24,1
3b3b,4,"N(A(O(N(x0),x2),x1))",19,19,1
3bb3,4,"O(A(X(x2,x3),x0),N(x1))",24,24,1
3bc4,4,"X(A(O(N(x0),x2),x1),x3)",26,26,1
3bc8,4,"X(A(O(X(x0,x3),x2),x1),x3)",31,31,1
3bce,4,"O(A(N(x2),x0),X(x1,x3))",25,25,1
3bec,4,"O(A(X(x1,x2),x0),X(x1,x3))",30,29,0.96666666666666667
3c08,4,"A(O(A(x0,x1),x3),X(x1,x2))",32,27,0.84375
3c14,4,"A(O(N(x0),x3),X(x1,x2))",27,25,0.92592592592592593
3c18,4,"A(O(X(x0,x2),x3),X(x1,x2))",31,26,0.83870967741935487
3c1e,4,"X(O(A(N(x3),x0),x1),x2)",26,22,0.84615384615384615
3c20,4,"A(O(A(x0,x2),x3),X(x1,x2))",32,28,0.875
3c24,4,"A(O(X(x0,x1),x3),X(x1,x2))",31,28,0.90322580645161288
3c2c,4,"A(O(O(x0,x1),x3),X(x1,x2))",28,20,0.7142857142857143
3c2d,4,"X(O(N(O(x0,x3)),x1),x2)",26,22,0.84615384615384615
3c36,4,"X(O(A(N(x3),x0),x2),x1)",26,24,0.92307692307692313
3c38,4,"A(O(O(x0,x2),x3),X(x1,x2))",28,24,0.8571428571428571
3c39,4,"X(O(N(O(x0,x3)),x2),x1)",26,24,0.92307692307692313
3c3f,4,"O(N(O(x1,x3)),X(x1,x2))",25,23,0.92000000000000004
3c4c,4,"X(A(O(A(x0,x1),x3),x2),x1)",32,29,0.90625
3c5a,4,"X(A(X(x0,x1),x3),X(x0,x2))",30,30,1
3c66,4,"X(A(X(x0,x2),x3),X(x0,x1))",30,30,1
3c69,4,"N(X(O(x0,x3),X(x1,x2)))",25,25,1
3c70,4,"X(A(O(A(x0,x2),x3),x1),x2)",32,32,1
3c7d,4,"O(N(O(x0,x3)),X(x1,x2))",25,24,0.95999999999999996
3c88,4,"A(O(x0,x3),X(A(x2,x3),x1))",33,33,1
3c96,4,"X(A(N(x3),x0),X(x1,x2))",25,25,1
3c9c,4,"X(A(O(N(x0),x3),x2),x1)",26,25,0.96153846153846156
3ca0,4,"A(O(x0,x3),X(A(x1,x3),x2))",33,33,1
3caa,4,"X(A(X(X(x0,x1),x2),x3),x0)",30,29,0.96666666666666667
3cac,4,"X(A(O(X(x0,x1),x3),x2),x1)",31,29,0.93548387096774188
3cb4,4,"X(A(O(N(x0),x3),x1),x2)",26,26,1
3cb8,4,"X(A(O(X(x0,x2),x3),x1),x2)",31,31,1
3cbe,4,"O(A(N(x3),x0),X(x1,x2))",25,25,1
3cc0,4,"A(O(x1,x2),X(A(x1,x2),x3))",31,29,0.93548387096774188
3cfc,4,"O(A(N(x3),x1),X(x1,x2))",24,23,0.95833333333333337
3d0e,4,"X(O(X(O(x0,x2),x3),x1),x2)",32,29,0.90625
3d32,4,"X(O(X(O(x0,x1),x3),x2),x1)",32,32,1
3d3d,4,"O(N(O(x0,x1)),X(x1,x2))",25,24,0.95999999999999996
3dfe,4,"O(X(O(x0,x1),x3),X(x1,x2))",31,31,1
3e1c,4,"X(O(A(X(x2,x3),x0),x1),x2)",31,28,0.90322580645161288
3e34,4,"X(O(A(X(x1,x3),x0),x2),x1)",31,31,1
3e3e,4,"O(A(N(x1),x0),X(x1,x2))",25,24,0.95999999999999996
3ebc,4,"O(A(X(x1,x3),x0),X(x1,x2))",30,30,1
3f0f,4,"N(A(O(N(x3),x1),x2))",19,14,0.73684210526315785
3f2a,4,"A(N(A(x1,x2)),O(x0,x3))",27,23,0.85185185185185186
3f2e,4,"X(A(x1,x2),O(O(x0,x1),x3))",28,22,0.7857142857142857
3f33,4,"N(A(O(N(x3),x2),x1))",19,18,0.94736842105263153
3f3a,4,"X(A(x1,x2),O(O(x0,x2),x3))",28,24,0.8571428571428571
3f3c,4,"O(A(N(x1),x3),X(x1,x2))",25,22,0.88
3f48,4,"X(A(x1,x2),O(A(x0,x1),x3))",32,30,0.9375
3f60,4,"X(A(x1,x2),O(A(x0,x2),x3))",32,31,0.96875
3f6f,4,"O(N(x2),X(O(x0,x3),x1))",25,23,0.92000000000000004
3f7b,4,"O(N(x1),X(O(x0,x3),x2))",25,22,0.88
3f7e,4,"O(X(O(x0,x3),x1),X(x1,x2))",30,28,0.93333333333333335
3f7f,4,"N(A(A(O(x0,x3),x1),x2))",23,20,0.86956521739130432
3f80,4,"A(O(x0,x3),X(A(x1,x2),x3))",32,30,0.9375
3f95,4,"X(A(x1,x2),O(N(x0),x3))",25,24,0.95999999999999996
3f9a,4,"X(A(x1,x2),O(X(x0,x2),x3))",31,30,0.967741935483871
3fa6,4,"X(A(x1,x2),O(X(x0,x1),x3))",31,29,0.93548387096774188
3faa,4,"X(A(A(x1,x2),x3),O(x0,x3))",28,26,0.9285714285714286
3fcc,4,"O(A(N(x2),x1),X(x1,x3))",24,22,0.91666666666666663
3fde,4,"O(X(O(x0,x1),x2),X(x1,x3))",31,26,0.83870967741935487
3ff0,4,"O(A(N(x1),x2),X(x2,x3))",24,18,0.75
3ff6,4,"O(X(O(x0,x2),x1),X(x2,x3))",31,24,0.77419354838709675
4000,4,"A(A(A(N(x0),x1),x2),x3)",18,15,0.83333333333333337
4004,4,"A(N(O(X(x2,x3),x0)),x1)",21,16,0.76190476190476186
4008,4,"A(A(X(x0,x2),X(x0,x3)),x1)",27,25,0.92592592592592593
4010,4,"A(N(O(X(x1,x3),x0)),x2)",21,16,0.76190476190476186
4015,4,"N(O(X(A(x1,x2),x3),x0))",25,21,0.83999999999999997
4020,4,"A(A(X(x0,x1),X(x0,x3)),x2)",27,19,0.70370370370370372
402a,4,"A(X(A(x1,x2),x0),X(x0,x3))",33,31,0.93939393939393945
4048,4,"A(X(O(A(x0,x3),x2),x0),x1)",30,29,0.96666666666666667
4060,4,"A(X(O(A(x0,x3),x1),x0),x2)",30,21,0.69999999999999996
406a,4,"X(O(A(x0,x3),A(x1,x2)),x0)",34,33,0.97058823529411764
4088,4,"A(A(O(x0,x2),X(x0,x3)),x1)",29,26,0.89655172413793105
408c,4,"A(X(O(N(x2),x0),x3),x1)",25,23,0.92000000000000004
40a0,4,"A(A(O(x0,x1),X(x0,x3)),x2)",29,23,0.7931034482758621
40aa,4,"A(O(A(x1,x2),x0),X(x0,x3))",31,28,0.90322580645161288
40b0,4,"A(X(O(N(x1),x0),x3),x2)",25,23,0.92000000000000004
40bf,4,"X(O(N(A(x1,x2)),x0),x3)",23,22,0.95652173913043481
40c0,4,"A(A(N(A(x0,x3)),x1),x2)",23,21,0.91304347826086951
40c8,4,"A(X(A(x0,x3),O(x0,x2)),x1)",29,28,0.96551724137931039
40e0,4,"A(X(A(x0,x3),O(x0,x1)),x2)",29,23,0.7931034482758621
40ea,4,"X(A(x0,x3),O(A(x1,x2),x0))",31,30,0.967741935483871
4100,4,"A(N(O(X(x1,x2),x0)),x3)",21,19,0.90476190476190477
4105,4,"N(O(X(A(x1,x3),x2),x0))",25,24,0.95999999999999996
4111,4,"N(O(X(A(x2,x3),x1),x0))",25,23,0.92000000000000004
4114,4,"A(N(x0),X(X(x1,x2),x3))",23,23,1
4128,4,"A(X(X(x1,x2),x3),X(x0,x3))",31,31,1
413c,4,"X(O(A(x0,x3),X(x1,x2)),x3)",32,32,1
414e,4,"X(O(X(x1,x2),x0),O(x2,x3))",31,31,1
4155,4,"N(O(A(X(x1,x2),x3),x0))",24,20,0.83333333333333337
4172,4,"X(O(X(x1,x2),x0),O(x1,x3))",31,30,0.967741935483871
4182,4,"A(N(X(x1,x2)),X(x0,x3))",25,25,1
41aa,4,"X(O(A(X(x1,x2),x3),x0),x3)",31,27,0.87096774193548387
41c3,4,"N(O(A(x0,x3),X(x1,x2)))",25,25,1
41ee,4,"X(O(X(A(x2,x3),x1),x0),x3)",32,30,0.9375
41fa,4,"X(O(X(A(x1,x3),x2),x0),x3)",32,31,0.96875
41ff,4,"N(A(O(X(x1,x2),x0),x3))",24,22,0.91666666666666663
4200,4,"A(A(X(x0,x1),X(x0,x2)),x3)",27,23,0.85185185185185186
420a,4,"A(X(A(x1,x3),x0),X(x0,x2))",33,33,1
4218,4,"A(X(X(x1,x2),x3),X(x0,x2))",31,31,1
4222,4,"A(X(A(x2,x3),x0),X(x0,x1))",33,29,0.87878787878787878
4224,4,"A(X(X(x1,x2),x3),X(x0,x1))",31,31,1
4248,4,"A(X(A(x0,x3),x1),X(x0,x2))",32,31,0.96875
4260,4,"A(X(A(x0,x3),x2),X(x0,x1))",32,30,0.9375
431c,4,"X(O(A(x0,x2),X(x1,x3)),x2)",32,30,0.9375
4334,4,"X(O(A(x0,x1),X(x2,x3)),x1)",32,28,0.875
4343,4,"N(O(A(x0,x1),X(x1,x2)))",24,24,1
43bc,4,"X(O(A(x0,x1),X(x1,x2)),x3)",31,31,1
4408,4,"A(X(O(A(x0,x2),x3),x0),x1)",30,30,1
441e,4,"X(O(X(x1,x3),x0),O(x2,x3))",31,31,1
4428,4,"A(X(A(x0,x2),x1),X(x0,x3))",32,30,0.9375
4433,4,"N(O(A(x0,x1),X(x1,x3)))",24,23,0.95833333333333337
4440,4,"A(A(N(x0),O(x2,x3)),x1)",23,21,0.91304347826086951
4441,4,"N(O(X(O(x2,x3),x1),x0))",25,22,0.88
4442,4,"A(X(O(x2,x3),x0),X(x0,x1))",33,30,0.90909090909090906
4446,4,"X(O(A(O(x2,x3),x0),x1),x0)",32,28,0.875
444a,4,"A(O(x0,x1),X(O(x2,x3),x0))",34,32,0.94117647058823528
444b,4,"X(O(N(x1),x0),O(x2,x3))",25,25,1
444c,4,"A(N(A(O(x2,x3),x0)),x1)",25,25,1
444e,4,"X(A(O(x2,x3),x0),O(x0,x1))",31,31,1
4455,4,"A(N(x0),O(N(x3),x1))",19,18,0.94736842105263153
4477,4,"N(X(A(X(x0,x3),x1),x3))",24,24,1
4480,4,"A(A(O(x2,x3),X(x0,x3)),x1)",29,28,0.96551724137931039
4484,4,"A(X(O(N(x2),x3),x0),x1)",25,25,1
44a8,4,"A(O(A(x0,x2),x1),X(x0,x3))",32,25,0.78125
44be,4,"X(O(X(O(x2,x3),x1),x0),x3)",32,29,0.90625
44c0,4,"A(X(A(x0,x3),O(x2,x3)),x1)",29,29,1
44ff,4,"N(A(O(N(x1),x0),x3))",19,19,1
4515,4,"N(O(A(X(x1,x3),x2),x0))",24,20,0.83333333333333337
4545,4,"A(N(x0),O(N(x2),x1))",19,18,0.94736842105263153
4554,4,"A(N(x0),O(X(x2,x3),x1))",24,17,0.70833333333333337
458a,4,"A(O(N(x2),x1),X(x0,x3))",27,24,0.88888888888888884
45a8,4,"A(O(X(x2,x3),x1),X(x0,x3))",31,26,0.83870967741935487
45ba,4,"X(O(A(N(x1),x2),x0),x3)",26,24,0.92307692307692313
45ea,4,"X(O(A(X(x1,x3),x2),x0),x3)",31,27,0.87096774193548387
4600,4,"A(X(O(A(x0,x2),x1),x0),x3)",30,27,0.90000000000000002
460a,4,"X(O(A(x0,x2),A(x1,x3)),x0)",34,34,1
4620,4,"A(X(A(x0,x2),x3),X(x0,x1))",32,29,0.90625
4664,4,"A(O(X(x2,x3),x1),X(x0,x1))",30,23,0.76666666666666672
4666,4,"X(O(A(A(x0,x2),x3),x1),x0)",29,24,0.82758620689655171
46aa,4,"X(A(O(A(x0,x2),x1),x3),x0)",32,29,0.90625
46ec,4,"X(A(x0,x3),O(A(x0,x2),x1))",32,28,0.875
4712,4,"X(O(X(x1,x3),x0),O(x1,x2))",31,30,0.967741935483871
4747,4,"N(X(A(X(x0,x2),x1),x2))",24,24,1
4774,4,"X(A(x0,x1),O(X(x2,x3),x1))",30,25,0.83333333333333337
47b8,4,"X(A(X(x0,x2),x1),X(x2,x3))",30,30,1
4808,4,"A(A(O(x0,x3),X(x0,x2)),x1)",29,28,0.96551724137931039
480c,4,"A(X(O(N(x3),x0),x2),x1)",25,25,1
4812,4,"A(N(X(x1,x3)),X(x0,x2))",25,25,1
4840,4,"A(A(O(x2,x3),X(x0,x2)),x1)",29,28,0.96551724137931039
4844,4,"A(X(O(N(x3),x2),x0),x1)",25,25,1
485a,4,"A(O(N(x3),x1),X(x0,x2))",27,25,0.92592592592592593
4884,4,"A(N(X(X(x0,x2),x3)),x1)",23,23,1
48b7,4,"N(X(A(X(x0,x2),x1),x3))",25,25,1
48cc,4,"A(O(N(x3),X(x0,x2)),x1)",24,24,1
48ff,4,"O(A(X(x0,x2),x1),N(x3))",24,24,1
4a00,4,"A(A(O(x0,x1),X(x0,x2)),x3)",29,26,0.89655172413793105
4a0a,4,"A(O(A(x1,x3),x0),X(x0,x2))",31,28,0.90322580645161288
4a1a,4,"X(O(A(X(x1,x3),x2),x0),x2)",31,27,0.87096774193548387
4a48,4,"A(O(A(x0,x3),x1),X(x0,x2))",32,28,0.875
4a58,4,"A(O(X(x2,x3),x1),X(x0,x2))",31,26,0.83870967741935487
4a6a,4,"X(A(O(A(x0,x3),x1),x2),x0)",32,23,0.71875
4aaa,4,"A(O(x0,x1),X(A(x2,x3),x0))",32,28,0.875
4ae0,4,"A(O(x0,x1),X(A(x0,x3),x2))",33,31,0.93939393939393945
4b00,4,"A(X(O(N(x1),x0),x2),x3)",25,25,1
4b0f,4,"X(O(N(A(x1,x3)),x0),x2)",23,23,1
4b3c,4,"X(O(A(x0,x1),X(x1,x3)),x2)",31,30,0.967741935483871
4b4e,4,"X(O(X(O(x2,x3),x1),x0),x2)",32,29,0.90625
4b5a,4,"X(O(A(N(x1),x3),x0),x2)",26,25,0.96153846153846156
4b78,4,"X(A(X(x0,x3),x1),X(x2,x3))",30,30,1
4b87,4,"N(X(A(X(x0,x3),x1),x2))",25,25,1
4bb4,4,"X(A(N(x0),x1),X(x2,x3))",25,25,1
4bbb,4,"X(A(x2,x3),O(N(x1),x0))",25,25,1
4bc3,4,"X(O(A(x0,x3),N(x1)),x2)",26,26,1
4bee,4,"X(A(x2,x3),O(X(x1,x3),x0))",31,31,1
4bf0,4,"X(A(O(N(x1),x0),x3),x2)",26,26,1
4c00,4,"A(A(N(A(x0,x2)),x1),x3)",23,22,0.95652173913043481
4c08,4,"A(X(A(x0,x2),O(x0,x3)),x1)",29,29,1
4c13,4,"N(O(A(x0,x2),X(x1,x3)))",25,23,0.92000000000000004
4c40,4,"A(X(A(x0,x2),O(x2,x3)),x1)",29,29,1
4c8c,4,"A(O(N(x2),X(x0,x3)),x1)",24,24,1
4cb3,4,"X(O(A(x0,x2),N(x1)),x3)",26,25,0.96153846153846156
4cc4,4,"A(O(N(x0),X(x2,x3)),x1)",24,23,0.95833333333333337
4cc8,4,"A(O(X(x0,x2),X(x0,x3)),x1)",27,27,1
4ccc,4,"A(N(A(A(x0,x2),x3)),x1)",22,21,0.95454545454545459
4cec,4,"X(O(A(x0,x2),X(x1,x3)),x3)",32,30,0.9375
4e00,4,"A(X(A(x0,x2),O(x0,x1)),x3)",29,27,0.93103448275862066
4e0a,4,"X(A(x0,x2),O(A(x1,x3),x0))",31,31,1
4e1e,4,"X(O(X(A(x2,x3),x1),x0),x2)",32,30,0.9375
4e5a,4,"X(O(A(X(x1,x2),x3),x0),x2)",31,27,0.87096774193548387
4e6c,4,"X(A(x0,x2),O(A(x0,x3),x1))",32,31,0.96875
4ea0,4,"A(O(x0,x1),X(A(x0,x2),x3))",33,33,1
4ebe,4,"X(A(x2,x3),O(X(x1,x2),x0))",31,31,1
4ecc,4,"X(O(A(x0,x3),X(x1,x2)),x2)",32,32,1
4ee4,4,"X(A(X(X(x1,x2),x3),x0),x1)",30,30,1
4eee,4,"X(A(A(x0,x2),x3),O(x0,x1))",28,26,0.9285714285714286
4ef0,4,"X(A(O(X(x1,x2),x0),x3),x2)",31,29,0.93548387096774188
4f1a,4,"X(O(X(A(x1,x2),x3),x0),x2)",32,28,0.875
4f1f,4,"N(A(O(X(x1,x3),x0),x2))",24,19,0.79166666666666663
4f4f,4,"N(A(O(N(x1),x0),x2))",19,17,0.89473684210526316
4f8f,4,"O(A(X(x0,x3),x1),N(x2))",24,22,0.91666666666666663
4fb0,4,"X(A(O(N(x1),x0),x2),x3)",26,24,0.92307692307692313
4fe0,4,"X(A(O(X(x1,x3),x0),x2),x3)",31,26,0.83870967741935487
4ff4,4,"O(A(N(x0),x1),X(x2,x3))",25,21,0.83999999999999997
4ff8,4,"O(A(X(x0,x2),x1),X(x2,x3))",30,27,0.90000000000000002
500f,4,"N(O(A(x0,x2),X(x2,x3)))",24,22,0.91666666666666663
5020,4,"A(X(O(A(x0,x1),x3),x0),x2)",30,26,0.8666666666666667
5028,4,"A(X(A(x0,x1),x2),X(x0,x3))",32,31,0.96875
5036,4,"X(O(X(x2,x3),x0),O(x1,x3))",31,27,0.87096774193548387
5040,4,"A(A(N(x0),O(x1,x3)),x2)",23,19,0.82608695652173914
5041,4,"N(O(X(O(x1,x3),x2),x0))",25,23,0.92000000000000004
5042,4,"A(X(O(x1,x3),x0),X(x0,x2))",33,29,0.87878787878787878
5052,4,"X(O(A(O(x1,x3),x0),x2),x0)",32,31,0.96875
5055,4,"A(N(x0),O(N(x3),x2))",19,16,0.84210526315789469
505f,4,"N(X(A(X(x0,x3),x2),x3))",24,23,0.95833333333333337
5062,4,"A(O(x0,x2),X(O(x1,x3),x0))",34,30,0.88235294117647056
5063,4,"X(O(N(x2),x0),O(x1,x3))",25,24,0.95999999999999996
5070,4,"A(N(A(O(x1,x3),x0)),x2)",25,22,0.88
5072,4,"X(A(O(x1,x3),x0),O(x0,x2))",31,30,0.967741935483871
5080,4,"A(A(O(x1,x3),X(x0,x3)),x2)",29,25,0.86206896551724133
5090,4,"A(X(O(N(x1),x3),x0),x2)",25,23,0.92000000000000004
50a8,4,"A(O(A(x0,x1),x2),X(x0,x3))",32,29,0.90625
50be,4,"X(O(X(O(x1,x3),x2),x0),x3)",32,30,0.9375
50c0,4,"A(X(A(x0,x3),O(x1,x3)),x2)",29,23,0.7931034482758621
50ff,4,"N(A(O(N(x2),x0),x3))",19,17,0.89473684210526316
5115,4,"N(O(A(X(x2,x3),x1),x0))",24,23,0.95833333333333337
5151,4,"A(N(x0),O(N(x1),x2))",19,18,0.94736842105263153
5154,4,"A(N(x0),O(X(x1,x3),x2))",24,22,0.91666666666666663
51a2,4,"A(O(N(x1),x2),X(x0,x3))",27,26,0.96296296296296291
51a8,4,"A(O(X(x1,x3),x2),X(x0,x3))",31,29,0.93548387096774188
51ae,4,"X(O(A(N(x2),x1),x0),x3)",26,26,1
51ea,4,"X(O(A(X(x2,x3),x1),x0),x3)",31,30,0.967741935483871
5200,4,"A(X(O(A(x0,x1),x2),x0),x3)",30,28,0.93333333333333335
5208,4,"A(X(A(x0,x1),x3),X(x0,x2))",32,32,1
5222,4,"X(O(A(x0,x1),A(x2,x3)),x0)",34,32,0.94117647058823528
5258,4,"A(O(X(x1,x3),x2),X(x0,x2))",30,29,0.96666666666666667
525a,4,"X(O(A(A(x0,x1),x3),x2),x0)",29,29,1
52aa,4,"X(A(O(A(x0,x1),x2),x3),x0)",32,31,0.96875
52f8,4,"X(A(x0,x3),O(A(x0,x1),x2))",32,32,1
5306,4,"X(O(X(x2,x3),x0),O(x1,x2))",31,27,0.87096774193548387
5353,4,"N(X(A(X(x0,x1),x2),x1))",24,23,0.95833333333333337
535c,4,"X(A(x0,x2),O(X(x1,x3),x2))",30,30,1
53ac,4,"X(A(X(x0,x1),x2),X(x1,x3))",30,29,0.96666666666666667
5400,4,"A(A(N(x0),O(x1,x2)),x3)",23,21,0.91304347826086951
5401,4,"N(O(X(O(x1,x2),x3),x0))",25,24,0.95999999999999996
5402,4,"A(X(O(x1,x2),x0),X(x0,x3))",33,31,0.93939393939393945
5444,4,"A(N(x0),O(A(x2,x3),x1))",25,21,0.83999999999999997
5450,4,"A(N(x0),O(A(x1,x3),x2))",25,22,0.88
5456,4,"X(O(A(x0,x3),O(x1,x2)),x0)",30,27,0.90000000000000002
5458,4,"A(O(x1,x2),X(O(x2,x3),x0))",32,30,0.9375
545a,4,"X(O(A(O(x0,x1),x3),x2),x0)",32,32,1
5464,4,"A(O(x1,x2),X(O(x1,x3),x0))",32,27,0.84375
5466,4,"X(O(A(O(x0,x2),x3),x1),x0)",32,28,0.875
5488,4,"A(O(A(x2,x3),x1),X(x0,x3))",32,28,0.875
548a,4,"A(O(X(x0,x2),x1),X(x0,x3))",31,26,0.83870967741935487
54a0,4,"A(O(A(x1,x3),x2),X(x0,x3))",32,31,0.96875
54a2,4,"A(O(X(x0,x1),x2),X(x0,x3))",31,30,0.967741935483871
54aa,4,"A(O(O(x0,x1),x2),X(x0,x3))",28,26,0.9285714285714286
54ab,4,"X(O(N(O(x1,x2)),x0),x3)",26,25,0.96153846153846156
54fc,4,"A(N(A(x0,x3)),O(x1,x2))",27,25,0.92592592592592593
54fe,4,"X(A(x0,x3),O(O(x0,x1),x2))",28,27,0.9642857142857143
5502,4,"X(O(A(O(x1,x2),x0),x3),x0)",32,29,0.90625
5505,4,"A(N(x0),O(N(x2),x3))",19,15,0.78947368421052633
550f,4,"N(X(A(X(x0,x2),x3),x2))",24,23,0.95833333333333337
5511,4,"A(N(x0),O(N(x1),x3))",19,17,0.89473684210526316
5514,4,"A(N(x0),O(X(x1,x2),x3))",24,21,0.875
5528,4,"A(O(X(x1,x2),x3),X(x0,x3))",30,29,0.96666666666666667
552a,4,"X(O(A(A(x0,x1),x2),x3),x0)",29,28,0.96551724137931039
5533,4,"N(X(A(X(x0,x1),x3),x1))",24,24,1
553c,4,"X(A(x0,x3),O(X(x1,x2),x3))",30,29,0.96666666666666667
5540,4,"A(N(x0),O(A(x1,x2),x3))",25,20,0.80000000000000004
5546,4,"X(O(A(x0,x2),O(x1,x3)),x0)",30,21,0.69999999999999996
5548,4,"A(O(x1,x3),X(O(x2,x3),x0))",32,31,0.96875
554a,4,"X(O(A(O(x0,x1),x2),x3),x0)",32,29,0.90625
5552,4,"X(O(A(x0,x1),O(x2,x3)),x0)",30,24,0.80000000000000004
5554,4,"A(N(x0),O(O(x1,x2),x3))",22,16,0.72727272727272729
5557,4,"N(A(O(O(x1,x2),x3),x0))",22,19,0.86363636363636365
5559,4,"X(O(N(x1),O(x2,x3)),x0)",23,21,0.91304347826086951
555c,4,"X(O(O(X(x0,x1),x2),x3),x0)",28,25,0.8928571428571429
5560,4,"A(O(x2,x3),X(O(x1,x3),x0))",32,28,0.875
5562,4,"X(O(A(O(x0,x2),x1),x3),x0)",32,28,0.875
5565,4,"X(O(N(x2),O(x1,x3)),x0)",23,16,0.69565217391304346
5569,4,"X(O(N(X(x1,x2)),x3),x0)",25,24,0.95999999999999996
556c,4,"X(A(O(x2,x3),x0),O(x1,x3))",32,31,0.96875
5574,4,"X(O(O(X(x0,x2),x1),x3),x0)",28,18,0.6428571428571429
5578,4,"X(A(O(x1,x3),x0),O(x2,x3))",32,31,0.96875
557f,4,"N(A(O(A(x1,x2),x3),x0))",25,24,0.95999999999999996
5580,4,"A(O(A(x1,x2),x3),X(x0,x3))",31,29,0.93548387096774188
5582,4,"X(O(A(X(x1,x2),x0),x3),x0)",31,28,0.90322580645161288
5595,4,"X(O(N(A(x1,x2)),x3),x0)",23,22,0.95652173913043481
559a,4,"X(O(A(N(x1),x2),x3),x0)",26,21,0.80769230769230771
559c,4,"X(O(X(O(x0,x2),x1),x3),x0)",32,28,0.875
55a6,4,"X(O(A(N(x2),x1),x3),x0)",26,24,0.92307692307692313
55a8,4,"A(O(O(x1,x2),x3),X(x0,x3))",28,25,0.8928571428571429
55a9,4,"X(O(N(O(x1,x2)),x3),x0)",26,21,0.80769230769230771
55af,4,"O(N(O(x0,x2)),X(x0,x3))",25,23,0.92000000000000004
55b4,4,"X(O(X(O(x0,x1),x2),x3),x0)",32,27,0.84375
55bb,4,"O(N(O(x0,x1)),X(x0,x3))",25,23,0.92000000000000004
55c0,4,"X(A(x0,x3),O(A(x1,x2),x3))",31,30,0.967741935483871
55c6,4,"X(O(X(A(x0,x2),x1),x3),x0)",32,31,0.96875
55ca,4,"X(O(A(X(x0,x1),x2),x3),x0)",31,27,0.87096774193548387
55d2,4,"X(O(X(A(x0,x1),x2),x3),x0)",32,31,0.96875
55d7,4,"N(A(O(X(x1,x2),x3),x0))",24,23,0.95833333333333337
55dd,4,"N(A(O(N(x1),x3),x0))",19,18,0.94736842105263153
55e2,4,"X(O(A(X(x0,x2),x1),x3),x0)",31,30,0.967741935483871
55ee,4,"O(A(N(x0),x1),X(x0,x3))",25,23,0.92000000000000004
55f5,4,"N(A(O(N(x2),x3),x0))",19,19,1
55fa,4,"O(A(N(x0),x2),X(x0,x3))",25,22,0.88
55fc,4,"X(A(x0,x3),O(O(x1,x2),x3))",28,23,0.8214285714285714
5602,4,"A(O(x0,x3),X(O(x1,x2),x0))",34,32,0.94117647058823528
5603,4,"X(O(N(x3),x0),O(x1,x2))",25,24,0.95999999999999996
5644,4,"A(O(x1,x3),X(O(x1,x2),x0))",32,28,0.875
5646,4,"X(O(A(O(x0,x3),x2),x1),x0)",32,23,0.71875
5650,4,"A(O(x2,x3),X(O(x1,x2),x0))",32,28,0.875
5652,4,"X(O(A(O(x0,x3),x1),x2),x0)",32,30,0.9375
5655,4,"X(O(N(x3),O(x1,x2)),x0)",23,21,0.91304347826086951
5659,4,"X(O(N(X(x1,x3)),x2),x0)",25,25,1
565c,4,"X(A(O(x2,x3),x0),O(x1,x2))",32,31,0.96875
5665,4,"X(O(N(X(x2,x3)),x1),x0)",25,22,0.88
5674,4,"X(A(O(x1,x3),x0),O(x1,x2))",32,30,0.9375
5696,4,"X(O(A(x1,x3),X(x1,x2)),x0)",31,31,1
569a,4,"X(A(X(x2,x3),x1),X(x0,x2))",30,30,1
56a6,4,"X(A(X(x1,x3),x2),X(x0,x1))",30,29,0.96666666666666667
56a9,4,"N(X(O(x1,x2),X(x0,x3)))",25,24,0.95999999999999996
56cc,4,"X(A(x0,x3),O(A(x2,x3),x1))",32,28,0.875
56f0,4,"X(A(x0,x3),O(A(x1,x3),x2))",32,32,1
56ff,4,"O(N(x3),X(O(x1,x2),x0))",25,24,0.95999999999999996
5700,4,"A(N(A(O(x1,x2),x0)),x3)",25,24,0.95999999999999996
5702,4,"X(A(O(x1,x2),x0),O(x0,x3))",31,30,0.967741935483871
5754,4,"X(O(O(X(x0,x3),x1),x2),x0)",28,26,0.9285714285714286
5758,4,"X(A(O(x1,x2),x0),O(x2,x3))",32,31,0.96875
575f,4,"N(A(O(A(x1,x3),x2),x0))",25,25,1
5764,4,"X(A(O(x1,x2),x0),O(x1,x3))",32,30,0.9375
5777,4,"N(A(O(A(x2,x3),x1),x0))",25,22,0.88
